flag;owner;name;me;owner_city;number;gt;state;port;imo;type;address;country;owner_country;mmsi;email;year;phone;dwt;owner_site
Россия;"""KASPIY NAVIGATION"", LTD";CASPIY;8NVDS 48A-3U; Валлетта;930305;4110;;Таганрог;8866591;Ген. груз;" 171, Old Bakery Street, Valetta, Malta; 

ОАО Межрегиональная транспортная корпорация: Россия, 109240 Москва, ул. Гончарная, 16, стр.1";Россия; Мальта, ;273159700;;1993; +7(495) 9165832, 9165828, ;4485;
Иран;"""MEGASAM 1 SHIPPING CO"", S.A.";KASRA 1;6NVDS 48A-2U; Панама;914088;1656;;Неизвестен;8888848;Ген. груз;" 20th Floor, Banco Continental Building, P.O.Box 6188, Panama, Panama; 

 Albros Shipping and Trading Ltd: Adnan Saygun Cad.Canan sok.Rifat bey, apt.4, D:5, 1.Ulus, 80840, Istanbul, Turkey";Россия; Панама, ;422045100;;1991; +7 90(212) 287-73-36, ;1322;
Россия;"""HIGHLAND SHIPPING"", LTD";KIVACH;6ЧРН 36/45; Виктория;854968;2829;Эксплуатируется;Астрахань;8862325;Ген. груз; Salamat House, La Poudriere Lane, Victoria, Seychelles;Румыния; Сейшелы, ;273330700;;1985;;3997;
Россия;"""Московский"", ЗАО";KIZHI;Г 60; Санкт-Петербург;865835;2829;Эксплуатируется;Санкт-Петербург;8867222;Ген. груз; 199106 , В.О., 29-я линия, 2;Румыния; Россия, ;273334800;;1986; +7 (812) 3240-331, ;3997;
Россия;"""ГидроТранс"", ООО";KIZAN;----; Астрахань;810175;911;;Астрахань;8729705;Балкер; 414016, ул.Капитана Краснова, 31;; Россия, ;273171400;;1988; +7 (8512) 585-709, ;1074;
Казахстан;;COASTAL BIGFOOT;----; Астрахань;;360;;Неизвестен;8898544;Многоцелевое судно; 414016, ул.Капитана Краснова, 31;; Россия, ;436000037;;1986; +7 (8512) 585-709, ;240;
Россия;"""Глобал-Флот"", ООО";KOGALYM;----; Светлый;070431;1911;;Калининград;9463841;Многоцелевое судно обеспечения; 238340, ул. Гагарина , д. 61;Сингапур; Россия, ;273335720;;2009; +7(4012)350-887, ;892;
Россия;;KOMPOZITOR GASANOV;6VDS48/42 AL-2; Светлый;853452;6894;Эксплуатируется;Астрахань;8606628;Ролкер; 238340, ул. Гагарина , д. 61;Германия; Россия, ;273428520;;1986; +7(4012)350-887, ;4673;
Россия;"""Каспиус 2012"", ООО";KOMPOZITOR RAKHMANINOV;6VDS48/42 AL-2; Москва;850952;6894;Эксплуатируется;Астрахань;8606616;Ролкер; 127051, Малый Сухарский пер., 9, стр.1, офис 36;Германия; Россия, ;273452650;;1986;;4673;
;;;; Москва;;;;;9177404;; 127051, Малый Сухарский пер., 9, стр.1, офис 36;; Россия, ;;;;;;
;;;; Москва;;;;;9640580;; 127051, Малый Сухарский пер., 9, стр.1, офис 36;; Россия, ;;;;;;
Россия;"""Голубая Волна"", СК ООО";CORAL;6NVD48A-2U; Азов;855279;2460;Эксплуатируется;Таганрог;8932302;Ген. груз; ул. Калинина 2;Румыния; Россия, ;273427610;;1985; +7(863)425-20-10, ;2765;
Россия;;КРАМБОЛ;----; Азов;837125;;Эксплуатируется;Новороссийск;8689345;Буксир; ул. Калинина 2;; Россия, ;273363450;;1983; +7(863)425-20-10, ;;
Россия;"""Лига ДВ"", ООО";CRYSTAL;6NVD48AU; Находка;896246;2554;Эксплуатируется;Таганрог;8846814;Ген. груз; 692904, ул. Школьная, 1А;Румыния; Россия, ;273353660;;1989; +7 (4236) 698941, ;3105;
Россия;"""Кудьма Шипменеджмент"", ООО";KUDMA 4;----; Нижний Новгород;931308;1839;Эксплуатируется;Астрахань;9100190;Ген. груз; наб.Волжская, д.8, пом.11;Россия; Россия, ;273455920;;1993;;2784;
Китай;"""Folson Oil"", Ltd";DAJIN1;Wartsila;;;4867;;Неизвестен;9749154;Химовоз;;;;413350080;;;;6200;
Россия;;KURA RIVER;WARTSILA;;070130;4681;Эксплуатируется;Таганрог;9435337;Танкер;;Россия;;273338920;;2008;;7008;
Россия;"""Волгодон"", ООО";LADVA;G-70; Москва;886827;3952;Эксплуатируется;Таганрог;8876156;Ген. груз; 344002 , Соймоновский проезд, 7, стр.1;Румыния; Россия, ;273338600;;1988; +7(495) 9771647, 9371649, ;5150;
Россия;"""Глобал-Флот"", ООО";LANGEPAS;MAK 8 M25; Светлый;070446;1911;;Калининград;9463853;Оффшорное судно снабжения; 238340, ул. Гагарина , д. 61;Сингапур; Россия, ;273334720;;2009; +7(4012)350-887, ;893;
Россия;"""Глобал-Флот"", ООО";LANGEPAS;MAK 8 M25; Светлый;070446;1911;;Калининград;8226466;Оффшорное судно снабжения; 238340, ул. Гагарина , д. 61;Сингапур; Россия, ;273334720;;2009; +7(4012)350-887, ;893;
Россия;"""ТТФ"", ООО";LADY LEILA;Wartsila 6L20; Москва;;5075;Эксплуатируется;Таганрог;9683740;Танкер продуктовоз; 119048, ул. Лужники, д.24, к.19;Россия; Россия, ;273340060;;2014; +7(495)937-77-33, ;6999;
Россия;"""ТТФ"", ООО";LADY SEVDA;6L20; Москва;;5075;Эксплуатируется;Таганрог;9683738;Танкер; 119048, ул. Лужники, д.24, к.19;; Россия, ;273342180;;2014; +7(495)937-77-33, ;7003;
Россия;"""Коммодор"", ООО";LENANEFT 2068;6NVDS 48A-2U; Мурманск;886481;2865;Эксплуатируется;Санкт-Петербург;8879847;Танкер; 183025, ул. Полярной правды, 6;Болгария; Россия, ;273313200;;1989; +7(8152) 440712, 440663, ;3652;
Россия;"""ГК ""Астон"", ООО";LIDIA V;6L275III2AL; Ростов-на-Дону;723973;2573;Эксплуатируется;Таганрог;8230211;Ген. груз; 344002 ,ул. 1-я Луговая, 3 б.;; Россия, ;273425510;Kalinin_k@aston.ru;1972;;3556;http://aston.ru/
Россия;ЧИСТЯКОВ В.А.;LIMAN;----;;751070;205;;Астрахань;8924305;Танкер; Россия, 414004 Астрахань, ул.Бориса Алексеева, 67,кв.104;;;;;1975;;326;
Россия;"""Декларантская фирма ВТС-Брокер"", ООО";LINDA;MWM; Астрахань;846501;1742;;Астрахань;8956580;Ген. груз; 414000, улица Николая Островского, 152а;; Россия, ;273445720;;1986; (8512) 49-65-13, ;1230;
Россия;"""NEW YORK MARINE GROUP"", CORP.";LITTLE ANN;6L275III2A; Панама;721164;2573;Эксплуатируется;Таганрог;8230003;Ген. груз;" 30th Street and Balboa Avenue, Building no. 39, Panama, Panama;

ООО Маршип: 125195 Москва, Ленинградское шоссе 39";; Панама, ;273421160;;1972;;3595;
Россия;"""NEW YORK MARINE GROUP"", CORP.";LITTLE ANN;6L275III2A; Панама;721164;2573;Эксплуатируется;Таганрог;8228103;Ген. груз;" 30th Street and Balboa Avenue, Building no. 39, Panama, Panama;

ООО Маршип: 125195 Москва, Ленинградское шоссе 39";; Панама, ;273421160;;1972;;3595;
Россия;"""ARMADA TRADING-7 CO"", LTD";LENKARAN;Wartsila; Стамбул;050067;4534;Эксплуатируется;Таганрог;9369617;Танкер;" Palazzo Pietro Stiges, 90 Strait Street, Valletta, Malta; c/o Palmali Shipping Services &amp; Agency Co. Ltd: Ebulula Cad. Maya Siteleri No:1 L-Blok, Akatlar, 34335 Istanbul, Turkey";Турция; Турция, ;273314230;;2006; 90(212) 3500900, 2521178, ;6526;
;;;; Стамбул;;;;;9087104;;" Palazzo Pietro Stiges, 90 Strait Street, Valletta, Malta; c/o Palmali Shipping Services &amp; Agency Co. Ltd: Ebulula Cad. Maya Siteleri No:1 L-Blok, Akatlar, 34335 Istanbul, Turkey";; Турция, ;;;; 90(212) 3500900, 2521178, ;;
Туркмения;"""Turkmen Marine Merchant Fleet Authority"", Ltd";MAGTYMGULY;----; Туркменбаши;913691;;Эксплуатируется;Туркменбаши;8863006;Ген. груз; Turkmenistan, 74500 Turkmenbashi, 1, Bakhry-Khazar Str.;Россия; Туркмения, ;;;1993; +7 (993 243) 25745, 21022, 20790, ;;
Казахстан;;MANGYSTAU - 1;Cat; Туркменбаши;;;;Актау;9560118;Буксир; Turkmenistan, 74500 Turkmenbashi, 1, Bakhry-Khazar Str.;; Туркмения, ;436000143;;; +7 (993 243) 25745, 21022, 20790, ;1400;
Казахстан;;MANGYSTAU - 4;----; Туркменбаши;;1828;Эксплуатируется;Неизвестен;9618393;Буксир; Turkmenistan, 74500 Turkmenbashi, 1, Bakhry-Khazar Str.;; Туркмения, ;436000175;;2010; +7 (993 243) 25745, 21022, 20790, ;743;
Казахстан;;MANGYSTAU 5;----; Туркменбаши;;;;Неизвестен;9618410;Многоцелевое судно обеспечения; Turkmenistan, 74500 Turkmenbashi, 1, Bakhry-Khazar Str.;; Туркмения, ;436000176;;; +7 (993 243) 25745, 21022, 20790, ;;
Казахстан;;MANGYSTAU 5;----; Туркменбаши;;;;Неизвестен;7827158;Многоцелевое судно обеспечения; Turkmenistan, 74500 Turkmenbashi, 1, Bakhry-Khazar Str.;; Туркмения, ;436000176;;; +7 (993 243) 25745, 21022, 20790, ;;
Казахстан;;MANGYSTAU 5;----; Туркменбаши;;;;Неизвестен;8685923;Многоцелевое судно обеспечения; Turkmenistan, 74500 Turkmenbashi, 1, Bakhry-Khazar Str.;; Туркмения, ;436000176;;; +7 (993 243) 25745, 21022, 20790, ;;
Россия;"""MAJENA SHIPPING COMPANY"", LTD";MARINUS;----; Никосия;880106;182;;Таганрог;8723438;Буксир; 89 Kennedy, 2-nd Floor,  off. 201, Nicosia , 1077 Cyprus;; Кипр, ;273351110;;1988;;57;
Россия;"""LOCKWOOD COMMERCE"", LTD";MARQUIZ;6NVD48AU; Тортола;760277;2613;;Астрахань;7643978;Нефтерудовоз; Drake Chambers, Tortola, British Virgin Islands;; Виргинские острова (Британские), ;273274100;;1976;;3373;
Россия;"""LOCKWOOD COMMERCE"", LTD";MARQUIZ;6NVD48AU; Тортола;760277;2613;;Астрахань;8689357;Нефтерудовоз; Drake Chambers, Tortola, British Virgin Islands;; Виргинские острова (Британские), ;273274100;;1976;;3373;
Россия;"""LOCKWOOD COMMERCE"", LTD";MARQUIZ;6NVD48AU; Тортола;760277;2613;;Астрахань;9058103;Нефтерудовоз; Drake Chambers, Tortola, British Virgin Islands;; Виргинские острова (Британские), ;273274100;;1976;;3373;
Россия;"""Транс-Флот"", ООО";MARSHAL ZHUKOV;8NVDS-48A2U; Самара;;4408;Эксплуатируется;Неизвестен;9104770;Нефтеналивной танкер; 443099, ул. Венцека, д. 1, а/я 2985;; Россия, ;273350780;samaraok@mail.ru;1996; +7(846)202-16-77, ;5776;http://www.trans-flot.ru/
Россия;"""Махачкалинский морской торговый порт"", ФГУП";MAKHACHKALA;ДВС; Махачкала;754651;4951;Эксплуатируется;Таганрог;8955902;Ген. груз; 367000, ул. Портшоссе, д.5;Румыния; Россия, ;273446530;;1975; +7(8722)70-02-98, ;5528;
Азербайджан;"""Azerbaijan State Caspian Shipping Company"", Ltd";MAHMUD REHIMOV;----; Баку;930803;4110;;Баку;9114816;Ген. груз; AZ1005, улица Расулзаде 5;Россия; Азербайджан, ;423041100;;1994; +7 (99412) 4932-058, ;4485;
Россия;"""Сталь-флот"", ЗАО";MB 1213;----; Астрахань;887285;726;;Астрахань;8987022;Буксир; 414042, ул.Ногина, 1-а, корп.48, кв.5;; Россия, ;273448630;;1988; +7 (851) 575-595, ;216;
Азербайджан;"""Specialized sea oil Fleet Organizatoin, Caspian Sea Oil Fleet, State Oil Company of the Republic of Azebaijan"", Ltd";VIKHR-9;----; Баку;840359;2008;;Баку;9069413;; 25 Abilov Street, AZ 1027;Польша; Азербайджан, ;423183100;;1986; +(924) 12 712147, ;382;
Россия;"""Обь-Иртышское речное пароходство"", АО";MB 1203;6-27.5A2L; Тюмень;866683;726;;Астрахань;9069425;Буксир; 625002, ул. Пароходская‚ д. 31;Россия; Россия, ;273447400;info.oirp@mail.ru;1987; +7(3452)50-86-51, ;216;http://oirp.ru/
Россия;;МБ-1205;----; Тюмень;;730;;Неизвестен;9026174;Буксир; 625002, ул. Пароходская‚ д. 31;; Россия, ;273341000;info.oirp@mail.ru;; +7(3452)50-86-51, ;216;http://oirp.ru/
Россия;"""Судоходная компания АРК"", ООО";MB 1216;----; Москва;896922;68;;Санкт-Петербург;8999659;Буксир; 125445, Ленинградское шоссе, д. 69, корп. 1, офис 33;; Россия, ;273445170;;1989; +7(495)258-87-73, +7(495)258-87-74, +7(495)258-87-75, ;154;
Россия;"""Онежская стивидорная компания"", ООО";MB 1223;----;;906077;;Эксплуатируется;Санкт-Петербург;8987034;Буксир;;Россия;;273425640;;1991;;;
Мальта;;MELITA;SKODA;;810283;;Эксплуатируется;Валлетта;8230479;Ген. груз;;;;;;1981;;;
Россия;;MERLE;Deutz MWM 8M 628;;941564;2456;Эксплуатируется;Санкт-Петербург;9106936;Ген. груз;;Словакия;;273338780;;1995;;3695;
Россия;"""В.Ф.Танкер СК"", ООО";MEKHANIK ANTONOV;Wartsila 6L20; Нижний Новгород;100425;4373;Эксплуатируется;Санкт-Петербург;9598359;Танкер; 603116, ул. Гордеевская, д. 5а;Россия; Россия, ;273351320;personal@vft.ru;2010; +7(831)277-26-47, ;5636;http://www.vftanker.ru/
Россия;"""В.Ф.Танкер СК"", ООО";MEKHANIK BELOV;6L20; Нижний Новгород;;4378;Эксплуатируется;Санкт-Петербург;9598361;Танкер; 603116, ул. Гордеевская, д. 5а;Россия; Россия, ;273352320;personal@vft.ru;2011; +7(831)277-26-47, ;5530;http://www.vftanker.ru/
Россия;"""В.Ф.Танкер СК"", ООО";MEKHANIK EROKHIN;Wartsila; Нижний Новгород;100853;4373;Эксплуатируется;Санкт-Петербург;9610262;Танкер; 603116, ул. Гордеевская, д. 5а;Россия; Россия, ;273357420;personal@vft.ru;2011; +7(831)277-26-47, ;5534;http://www.vftanker.ru/
Россия;"""В.Ф.Танкер СК"", ООО";MEKHANIK PARAMONOV;Wartsila; Нижний Новгород;100868;4378;Эксплуатируется;Санкт-Петербург;9598373;Танкер; 603116, ул. Гордеевская, д. 5а;Россия; Россия, ;273356420;personal@vft.ru;2011; +7(831)277-26-47, ;5537;http://www.vftanker.ru/
Россия;"""ВЭБ-лизинг"", ОАО";MEKHANIK POGODIN;W6L20; Москва;100887;4373;Эксплуатируется;Санкт-Петербург;9598397;Химовоз; 125009, ул. Воздвиженка, д.10;Россия; Россия, ;273354720;;2011; +7(495) 981-42-40, ;5541;
Россия;"""ВЭБ-лизинг"", ОАО";MEKHANIK SAZONOV;W6L20; Москва;100891;4373;Эксплуатируется;Санкт-Петербург;9626699;Химовоз; 125009, ул. Воздвиженка, д.10;Россия; Россия, ;273352430;;2011; +7(495) 981-42-40, ;5558;
Россия;"""ВЭБ-лизинг"", ОАО";MEKHANIK KHARITONOV;WARTSILA 6L20; Москва;110304;4373;;Санкт-Петербург;9630975;Танкер; 125009, ул. Воздвиженка, д.10;Россия; Россия, ;273351430;;2011; +7(495) 981-42-40, ;5565;
Россия;;MIDVOLGA 2;Wartsila 6l20; Москва;;4867;;Неизвестен;9735139;Танкер; 125009, ул. Воздвиженка, д.10;; Россия, ;273376900;;2014; +7(495) 981-42-40, ;6200;
Россия;;MIDVOLGA 3;Wartsila 6l20; Москва;;4867;;Неизвестен;9735141;Танкер; 125009, ул. Воздвиженка, д.10;; Россия, ;273374820;;2014; +7(495) 981-42-40, ;6200;
Россия;;MIUS;ЯМЗ-238ГМ2-5; Москва;;721;;Ростов-на-Дону;7615610;Ген. груз; 125009, ул. Воздвиженка, д.10;; Россия, ;273440370;;1976; +7(495) 981-42-40, ;1018;
Сент-Китс и Невис;"""MODULUS SHIPPING"", LTD";MODULUS 1;MAK 6M25; Чарлстаун;070243;2995;;Неизвестен;9407029;Ген. груз;" P.O.Box 583, Morton House, Governement Road, Charlestown, St. Kitts &amp; Nevis";Турция; Сент-Китс и Невис, ;341654000;;2007;;4416;
Россия;"""MODULUS 2 SHIPPING"", LTD";MODULUS 2;6L425; Чарлстаун;080132;2995;Эксплуатируется;Таганрог;9471800;Ген. груз; Charlestown, P.O.Box 583, Morton House, Governement Road, Charlestown, St. Kitts and Nevis;Турция; Сент-Китс и Невис, ;273338330;;2008;;4416;
Россия;"""MODULUS 2 SHIPPING"", LTD";MODULUS 3;MAN; Чарлстаун;080269;3104;Эксплуатируется;Таганрог;9471812;Ген. груз; Charlestown, P.O.Box 583, Morton House, Governement Road, Charlestown, St. Kitts and Nevis;Турция; Сент-Китс и Невис, ;273357900;;2010;;4432;
Россия;;MODULUS 4;6L425; Чарлстаун;020563;2954;Эксплуатируется;Неизвестен;9256169;Ген. груз; Charlestown, P.O.Box 583, Morton House, Governement Road, Charlestown, St. Kitts and Nevis;Нидерланды; Сент-Китс и Невис, ;273357280;;2002;;4200;
Россия;;MODULUS 5;----; Чарлстаун;;2983;Эксплуатируется;Таганрог;9256171;Специальное судно; Charlestown, P.O.Box 583, Morton House, Governement Road, Charlestown, St. Kitts and Nevis;; Сент-Китс и Невис, ;273359280;;2003;;4323;
Россия;"""ПГС-Хазар"", ООО";MORSKOY GEOTEKHNIK;volvo penta; Геленджик;600542;395;Эксплуатируется;Сочи;6857302;Научно-исследовательское судно; 353461, ул. Красногвардейская 38, офис 713;; Россия, ;273438250;;1960; +7 (861 41) 594-53, ;96;
Россия;"""Межрегиональная транспортная корпорация"", ОАО";MYSKHAKO;8NVDS48A3U; Москва;921221;4978;Эксплуатируется;Таганрог;9083330;Ген. груз; 109240, ул. Гончарная, 16, стр.1;Россия; Россия, ;273150400;;1993; +7 (495) 916-58-32, 915-77-92, ;5800;
Коморы;;NAVIGATOR;6L275III2AL; Москва;803985;2457;Эксплуатируется;Неизвестен;8841735;Ген. груз; 109240, ул. Гончарная, 16, стр.1;; Россия, ;620127000;;1980; +7 (495) 916-58-32, 915-77-92, ;3187;
Россия;"""Афина"", ЗАО";NADVOITSY;6ЧРН 36/45; Санкт-Петербург;876225;2829;Эксплуатируется;Неизвестен;8871584;Ген. груз; 194944, ул.Тобольская, 3;Румыния; Россия, ;273332800;;1988; +7(812) 777-89-96, ;3997;
Россия;"""Афина"", ЗАО";NADVOITSY;6ЧРН 36/45; Санкт-Петербург;876225;2829;Эксплуатируется;Неизвестен;9137246;Ген. груз; 194944, ул.Тобольская, 3;Румыния; Россия, ;273332800;;1988; +7(812) 777-89-96, ;3997;
Россия;"""LLYR SHIPPING"", LTD";NATALY 1;G-70; Валлетта;896284;3082;;Таганрог;8865949;Ген. груз;" 13/16, Vincenti Building, Strait Street, Valletta, VLT08, Malta;

 ООО Шипчарт: Россия, 119991 Москва, 2-ой Спасоналивковский переулок, 6";; Мальта, ;273343680;;1989; +7(495) 7482088, ;3977;
Россия;"""NAUTILUS NAVIGATION"", LTD";NAUTILUS;6NVDS48-A-2U; Маджуро;895991;2562;Эксплуатируется;Таганрог;8848941;Ген. груз; Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, MH 96860, Marshall Islands;Румыния; Маршалловы острова, ;273319030;;1990;;3226;
Россия;"""Shipmar Co"", Ltd";NEVA;8VD36/24A - 1 U; Москва;886403;1497;Эксплуатируется;Санкт-Петербург;8719413;Ген. груз; ул. Соколово-Мещерская, д. 29;Германия; Россия, ;273419310;crew@shipmar.biz;1988;;1669;
;;;; Москва;;;;;9598816;; ул. Соколово-Мещерская, д. 29;; Россия, ;;crew@shipmar.biz;;;;
;;;; Москва;;;;;9598854;; ул. Соколово-Мещерская, д. 29;; Россия, ;;crew@shipmar.biz;;;;
;;;; Москва;;;;;9598866;; ул. Соколово-Мещерская, д. 29;; Россия, ;;crew@shipmar.biz;;;;
;;;; Москва;;;;;9598830;; ул. Соколово-Мещерская, д. 29;; Россия, ;;crew@shipmar.biz;;;;
;;;; Москва;;;;;9598842;; ул. Соколово-Мещерская, д. 29;; Россия, ;;crew@shipmar.biz;;;;
;;;; Москва;;;;;9598878;; ул. Соколово-Мещерская, д. 29;; Россия, ;;crew@shipmar.biz;;;;
;;;; Москва;;;;;9598828;; ул. Соколово-Мещерская, д. 29;; Россия, ;;crew@shipmar.biz;;;;
Россия;БУРДЮГОВ И.Ф.;NEVSKIY;----;;632609;2014;Эксплуатируется;Астрахань;6703549;Ген. груз; Молдова, Штефан Водэ, с.Олэнешть, ул.Ион Крянгэ, 134;;;273417200;;1964;;2121;
Россия;"""Волго-Донское Судовое Агентство"", ООО";NEYMA;6NVDS 48A-2U; Волгоград;887393;2868;;Таганрог;8895528;Танкер; 400117, ул.Землячки, 66А;Болгария; Россия, ;273347000;;1989; +7 (8442) 54-74-95, ;3794;
Россия;"""Метшип"", ООО";NEFTERUDOVOZ 54M;----; Москва;850581;2615;Эксплуатируется;Астрахань;8726193;Нефтерудовоз; ул.Островная, 2, 121552;; Россия, ;273347700;;1985; +7 (495) 234-52-47, ;3280;
Россия;"""Каспрегионфлот"", ООО";NEFTERUDOVOZ 35M;6NVDS48-A2U; Астрахань;803754;2615;;Астрахань;7832751;Нефтерудовоз; 414056, ул.Савушкина, 4, офис 6;; Россия, ;273344200;;1980; +7(8512) 610259, 610702, ;3345;
Россия;"""Каспрегионфлот"", ООО";NEFTERUDOVOZ 51M;6NVD48AU; Астрахань;840452;2615;;Астрахань;8726167;Нефтерудовоз; 414056, ул.Савушкина, 4, офис 6;; Россия, ;273343800;;1985; +7(8512) 610259, 610702, ;3280;
Россия;"""Метшип"", ООО";NEFTERUDOVOZ 52M;----; Москва;840467;2615;;Астрахань;8726179;Нефтерудовоз; ул.Островная, 2, 121552;; Россия, ;273342800;;1984; +7 (495) 234-52-47, ;3280;
Россия;"""SLONIMA SHIPPING CO"", LTD";NEFTERUDOVOZ 31M;6NVD AU; Никосия;793035;2613;;Санкт-Петербург;7741160;Нефтерудовоз; 10 Mnasiadou Sreeet, Elma House;; Кипр, ;273364000;;1979; +7 (357 25) 582002, ;3345;
Россия;"""Самарашиппинг"", ООО";NEFTERUDOVOZ 47M;----; Самара;830592;2615;;Большой порт Санкт-Петербург;8227381;Нефтерудовоз; 443042 ул. Белорусская, 132, литер Б;; Россия, ;273347800;;1983; +7 (8162) 44-30-42, ;3280;
Россия;"""Каспрегионфлот"", ООО";NEFTERUDOVOZ 57M;6NVDS48-A2U; Астрахань;862466;2615;;Астрахань;8726222;Нефтерудовоз; 414056, ул.Савушкина, 4, офис 6;; Россия, ;273343200;;1986; +7(8512) 610259, 610702, ;3280;
Россия;"""Темп+"", ООО";NEFTERUDOVOZ 59M;6NVD48A2U; Самара;884319;2615;;Астрахань;8834615;Нефтерудовоз; 443047, ул. Уральская, 34, оф.222;; Россия, ;273341800;;1988;;3280;
;;NIKIFOR SHUREKOV;----; Самара;920182;;Эксплуатируется;;9076789;Научно-исследовательское судно; 443047, ул. Уральская, 34, оф.222;; Россия, ;273353710;;1992;;70;
Россия;"""Маршип"", ООО";NIKOLAI PSOMIADI;6 NVD 48-2AU; Зеленоград;854900;2426;Эксплуатируется;Таганрог;8858439;Ген. груз; 124482, Савелкинский пр-д 4, Бизнес Центр, 7 этаж, офис 708-714;; Россия, ;273438710;;1986; +7(495)739-65-44, ;3174;
Россия;"""Трансоптимал Санкт-Петербург"", ООО";NOVOPOLYE;SCD 6-27.5; Санкт-Петербург;904847;3086;Эксплуатируется;Санкт-Петербург;8869555;Ген. груз;" 197227, Комендантская площадь, д. 11 ""Миллер""-Центр, Блок A, офис 37 ";; Россия, ;273337250;;1990; +7(921)885-02-77, ;3332;
Россия;"""Трансоптимал Санкт-Петербург"", ООО";NOVOPOLYE;SCD 6-27.5; Санкт-Петербург;904847;3086;Эксплуатируется;Санкт-Петербург;8888915;Ген. груз;" 197227, Комендантская площадь, д. 11 ""Миллер""-Центр, Блок A, офис 37 ";; Россия, ;273337250;;1990; +7(921)885-02-77, ;3332;
Россия;"""Ривер Мед Трейдинг"", ООО";NOBLE;6 NVD48 - 2U; Ростов-на-Дону;825382;2460;Эксплуатируется;Таганрог;8955524;Ген. груз; пер. Семашко, 3;Россия; Россия, ;273317920;;1983;;3070;
Россия;"""NEWTON MARINE"", LTD";NEWTON;----; Маджуро;865820;2426;Эксплуатируется;Таганрог;8866802;Ген. груз;" Trust Complex, Ajeltake Road, Ajeltake Island, Majuro, MH96960, Marshall Islands; 

c/o Kent Shipping and Chartering Ltd: Dilhayat sok. No:22 34337, Etiler, Istanbul, Turkey";Румыния; Маршалловы острова, ;273310850;;1986; +7 90(212) 257-28-38, 532-2674240 (mob.), ;3161;
Россия;"""Русагролизинг"", ЗАО";OLIMPIA;Wartsila 6l20; Воронеж;060302;5172;Эксплуатируется;Новороссийск;9482017;Ген. груз; село Девица, ул.Фрунзе, д.44 А;Россия; Россия, ;273332220;;2009; +7 (495) 232-16-59, ;6826;
Россия;"""Авомар Шиппинг"", ООО";OMSKIY 107;6NVD48A-2U; Москва;814000;2441;Эксплуатируется;Таганрог;8866759;Ген. груз; 125167, ул.Планетная улица, д.11;Румыния; Россия, ;273343220;;1981;;3248;
Россия;"""Маршип"", ООО";OMSKIY 14;6 NVD 48 A-2U; Зеленоград;784106;2426;Эксплуатируется;Таганрог;8874914;Ген. груз; 124482, Савелкинский пр-д 4, Бизнес Центр, 7 этаж, офис 708-714;; Россия, ;273340210;;1978; +7(495)739-65-44, ;3174;
Россия;"""LAZUR SHIPPING"", LTD";OMSKIY 6;SKL; Белиз Сити;754416;3095;Эксплуатируется;Таганрог;8937687;Ген. груз; Withfield Tower, 3-rd Floor, 4792 Coney Drive, Belize City, Belize;; Белиз, ;273339310;;1975;;3843;
Россия;"""LAINE SHIPPING"", LTD";OMSKIY 99;6NVD48U; Сент-Джонс;794540;2447;Эксплуатируется;Таганрог;8943399;Ген. груз; 60 Nevis Street, St.John's, Antigua and Barbuda;Румыния; Антигуа и Барбуда, ;273430720;;1979;;3108;
Россия;"""Земланд Шиппинг"", ООО";OMSKIY-102;6 NVD48A-2U; Калининград;794127;2426;Эксплуатируется;Калининград;8866735;Ген. груз; 236029, ул. Профессора Баранова, 34 ТЦ Акрополь, оф. 414;Румыния; Россия, ;273441210;;1979; (4012)668127, (921)1003670 (mob.), ;3070;
Россия;"""MARDIM"", INC.";OMSKIY 105;6NVD48A-2U; Белиз Сити;803970;2441;Эксплуатируется;Таганрог;8866747;Ген. груз; Jasmine Court, 35-a, Regent Street, P.O.Box 1771, Belize City, Belize;Румыния; Белиз, ;273313240;;1980;;3248;
Россия;"""Судоходная компания Хеаскко"", ЗАО";OMSKIY 106;----; Херсон;804032;;;Таганрог;8857629;Ген. груз; 325000, проспект Ушакова 25, комната 202;Румыния; Украина, ;273417510;;1980; +7 (380 5522) 241-80, ;3070;
Россия;"""COTRIS"", LTD";OMSKIY 108;2x6NVD 48 A 2U; Никосия;804278;2460;Эксплуатируется;Владивосток;8889414;Ген. груз; Mitsi Building 1, 1st Floor, Office 4, Eleftherias Square, Nicosia, Cyprus;Румыния; Кипр, ;273315640;;1980; 357(2) 674949, ;3070;
Россия;"""Земланд Шиппинг"", ООО";OMSKIY 109;6NVD 48A – 2U; Калининград;814123;2463;Эксплуатируется;Калининград;8875621;Ген. груз; 236029, ул. Профессора Баранова, 34 ТЦ Акрополь, оф. 414;Румыния; Россия, ;273349110;;1981; (4012)668127, (921)1003670 (mob.), ;3174;
Россия;"""Ардис"", ООО";AMGU;6NVD48A - 2U; Владивосток;825397;2463;Эксплуатируется;Владивосток;8943466;Ген. груз; 690065, ул. Стрельникова, д. 3Б, офис 602;Румыния; Россия, ;273459460;;1982; +7(423)249-17-40, ;3197;
Россия;"""Ардис"", ООО";OMSKIY 118;2x6NVD 48 A 2U; Владивосток;835929;2460;Эксплуатируется;Владивосток;8943442;Ген. груз; 690065, ул. Стрельникова, д. 3Б, офис 602;Россия; Россия, ;273458460;;1983; +7(423)249-17-40, ;3197;
